,date_witness,date_filed,witness,agent,lat_,long_,city,country,region_hq,armed?,chapeau?,coat?,observed_action
32,2007-05-09,2007-05-18,Emily Thomas,Glen Walker,54.8421,46.5813,Alatyr’,RU,Moscow,False,True,True,paranoid
33,2020-09-20,2020-10-23,Kevin White,Julia Cannon,40.87329,14.43865,Somma Vesuviana,IT,Rome,False,False,True,worried
34,1990-11-08,1990-12-14,William Lee,Monica Davis,54.58048,16.86194,Ustka,PL,Warsaw,False,False,True,happy
35,1989-05-02,1989-06-23,Tyler Massey,Tiffany Morrison,50.18545,27.06365,Shepetivka,UA,Kiev,False,False,True,silent
36,1999-03-14,1999-04-16,Michael Booth,Brett Wood,53.38333,-0.76667,Gainsborough,GB,London,False,True,True,happy
37,2006-02-12,2006-03-06,Ronald Carson,Susan Bowers,55.39485,43.83992,Arzamas,RU,Moscow,False,True,True,accusatory
38,1993-08-30,1993-09-01,Lori Lynch,Timothy Frank,41.57439,24.71204,Smolyan,BG,Sofia,True,False,True,over-complimenting
39,1987-08-24,1987-09-01,Joseph Brewer,Denise Park,50.74497,3.20639,Mouscron,BE,Brussels,False,True,True,over-complimenting
40,2014-05-30,2014-07-04,Cheryl Duncan,Rachel Barnes,43.71032,-1.05366,Dax,FR,Paris,False,True,True,insulting
41,1996-12-22,1997-02-02,Deborah Klein,Jessica Rogers,48.77275,5.16108,Bar-le-Duc,FR,Paris,False,True,True,panicking
42,2013-09-17,2013-10-25,Justin Bishop,Jacob Salazar,45.69558,4.7934,Saint-Genis-Laval,FR,Paris,False,True,True,hostile
43,1994-04-19,1994-04-26,Nicole Green,Sue Norman DVM,48.28259,9.72749,Ehingen,DE,Berlin,False,True,True,tense
44,1990-12-11,1991-01-04,Paul Gonzalez,Nicole Scott,51.12794,4.21372,Temse,BE,Brussels,False,True,True,worried
45,2006-09-19,2006-10-01,Patrick Silva,Kelly Barnes,48.77275,5.16108,Bar-le-Duc,FR,Paris,False,False,True,worried
46,2021-12-03,2022-01-19,Melissa Joseph,Christina Ball,40.98894,28.67582,Yakuplu,TR,Istanbul,False,False,True,talkative
47,2005-01-14,2005-03-09,Matthew Jennings,Anthony Harris,57.97472,33.2525,Valday,RU,Moscow,False,True,True,evasive
48,1996-06-21,1996-07-16,David Frost,Anna Flores,37.51803,15.00913,Misterbianco,IT,Rome,False,False,False,over-complimenting
49,2001-10-30,2001-12-13,Glenn Martinez,Jeffrey Bush,54.60528,18.34717,Reda,PL,Warsaw,False,False,True,scared
50,1990-11-03,1990-12-29,Scott Campbell,Brandy Mendez,50.8,3.16667,Wevelgem,BE,Brussels,False,False,True,unhappy
51,2015-04-23,2015-06-12,Sandra Smith,Alexis Conway PhD,45.53069,9.40531,Gorgonzola,IT,Rome,False,False,True,injured
52,2017-08-20,2017-10-04,Nathan Wright,Courtney Thompson,60.2052,24.6522,Espoo,FI,Helsinki,False,True,True,confessing
53,2012-01-08,2012-01-30,Dennis Gilbert,Kimberly Stewart,48.46458,9.22796,Pfullingen,DE,Berlin,True,False,True,worried
54,2002-03-07,2002-03-11,Elizabeth Sanders,William Wood,48.35693,10.98461,Friedberg,DE,Berlin,True,False,True,paranoid
55,1991-04-29,1991-05-08,Karina Haney,Stephen Ferguson,51.168,7.973,Finnentrop,DE,Berlin,False,False,True,panicking
56,2002-08-18,2002-09-14,Karen Rice,Loretta Wood,49.97704,9.15214,Aschaffenburg,DE,Berlin,False,True,True,injured
57,1988-05-04,1988-05-27,John Walker,Jennifer Swanson,48.07667,8.64409,Trossingen,DE,Berlin,False,True,True,sad
58,2014-10-23,2014-12-19,Christine Marshall,Denise Kramer,59.80917,30.38167,Shushary,RU,Moscow,False,True,False,out-of-control
59,2011-04-09,2011-06-01,Mark Harris,Amanda Brown,53.00974,-3.05814,Rhosllanerchrugog,GB,London,False,True,True,paranoid
60,2001-09-13,2001-10-28,Eugene Martinez,Jessica Joseph,48.46458,9.22796,Pfullingen,DE,Berlin,False,True,True,talkative
61,1991-05-12,1991-06-14,Ashley Diaz,Kelly Drake,40.70995,0.57856,Amposta,ES,Madrid,False,True,True,complaining
62,2004-07-07,2004-07-27,Rhonda Garrett,Austin Summers,39.12074,27.18052,Bergama,TR,Istanbul,True,True,True,tense
63,2019-06-19,2019-06-19,Matthew Nelson,Steven Lee,51.35084,-1.99421,Devizes,GB,London,False,False,True,silent
64,2001-04-06,2001-04-22,Stephanie Thomas,Jessica Duran,38.72706,-9.24671,Carnaxide,PT,Lisbon,False,True,True,talkative
65,2022-06-11,2022-06-12,Carlos Dixon DDS,Glen Walker,53.5942,25.8191,Novogrudok,BY,Minsk,False,False,True,scared
66,2013-03-27,2013-05-15,Tonya Ward,Emily Stephens,51.39148,-0.29825,Surbiton,GB,London,False,True,True,lonely
67,2013-06-27,2013-06-29,Mark Charles,Eric French,51.03427,5.37429,Houthalen,BE,Brussels,False,True,True,happy
68,2007-04-17,2007-04-21,Scott Dougherty,Tony Bell,37.49073,-2.77259,Baza,ES,Madrid,False,True,True,worried
69,1991-03-13,1991-03-20,Andrea Smith,Michelle Jarvis,51.168,7.973,Finnentrop,DE,Berlin,False,True,True,happy
70,1989-01-04,1989-01-26,Aimee Thompson,Kayla Klein,52.14,5.58472,Barneveld,NL,Amsterdam,False,True,True,paranoid
71,2000-07-21,2000-09-02,Corey Martin,Martin Diaz,42.06166,-1.60452,Tudela,ES,Madrid,False,False,True,accusatory
72,2004-06-20,2004-08-01,Carl Ward,Jacob Carlson,52.53048,13.29371,Charlottenburg-Nord,DE,Berlin,False,True,True,oblivious
73,2000-10-30,2000-11-22,Abigail Burns,Michael Maynard,41.41204,2.18247,el Camp de l'Arpa del Clot,ES,Madrid,False,True,True,sad
74,2016-01-04,2016-02-14,Mary Vasquez,David Harrington,44.75874,19.21437,Bijeljina,BA,Sarajevo,False,True,True,confessing
75,2010-11-22,2010-12-26,Luke Turner,Mrs. Amy Munoz PhD,41.92361,20.91361,Bogovinje,MK,Skopje,False,False,True,injured
76,1988-04-21,1988-06-13,Mark Pierce,Michelle Jarvis,51.44889,5.51978,Tongelre,NL,Amsterdam,False,True,True,tense
77,2001-08-25,2001-10-17,Daniel Lopez,Nicole Hart,41.72063,12.6723,Ariccia,IT,Rome,False,True,True,accusatory
78,2002-10-07,2002-10-31,Carlos Garza,Julie Nguyen,51.42708,-0.91979,Lower Earley,GB,London,False,True,True,hostile
79,2017-05-30,2017-06-17,Debra Yoder,David Woodward,41.72063,12.6723,Ariccia,IT,Rome,False,True,True,out-of-control
80,2002-05-16,2002-07-03,Kristi Marshall,Bradley Ewing,47.05,15.46667,Sankt Peter,AT,Vienna,False,False,True,over-complimenting
81,1995-09-17,1995-11-02,Joseph Cooper,Stephanie Brooks,49.07866,30.96755,Zvenihorodka,UA,Kiev,False,True,True,complaining
82,2003-04-23,2003-06-21,Claudia Green,John Barr,52.61131,13.31783,Hermsdorf,DE,Berlin,False,False,True,lonely
83,2018-04-03,2018-05-24,Tiffany Foster,Carla Reyes,57.47908,-4.22398,Inverness,GB,London,False,True,True,scared
84,2002-11-20,2002-11-26,David Zamora,Lauren Mccoy,41.91738,3.1631,Palafrugell,ES,Madrid,False,False,True,over-complimenting
85,1997-04-15,1997-06-05,Steven Spencer,Jose Hunt,37.58105,29.26639,Serinhisar,TR,Istanbul,False,False,True,happy
86,2010-02-26,2010-03-02,Stacey Stokes,Ray Hall,52.26083,7.00417,Losser,NL,Amsterdam,False,True,True,insulting
87,2006-05-01,2006-05-12,Amy Goodman,Shelia Holmes,41.20485,-8.33147,Paredes,PT,Lisbon,False,True,True,happy
88,1991-05-03,1991-06-16,Hector Larson,Nicholas Powell,57.47908,-4.22398,Inverness,GB,London,False,True,True,panicking
89,1994-09-08,1994-10-04,Nathan Carey,David Woodward,46.18396,6.10237,Onex,CH,Zurich,False,False,True,insulting
90,2007-10-07,2007-11-25,Tony Anderson,Sarah Green,53.7446,-0.33525,Kingston upon Hull,GB,London,False,False,True,out-of-control
91,2003-07-21,2003-09-10,Tiffany Boyer,Emily Mccoy,45.51667,4.86667,Vienne,FR,Paris,False,False,True,complaining
92,2014-09-26,2014-11-10,Darryl Russo,Patrick Stephens,60.02427,30.28491,Kolomyagi,RU,Moscow,False,False,True,friendly
93,1994-07-06,1994-08-12,Stephanie Lewis,Timothy Maldonado,46.32313,-0.45877,Niort,FR,Paris,False,False,True,paranoid
94,1990-11-25,1991-01-12,Ana Farley,Jeffrey Johnson,51.40148,-1.32471,Newbury,GB,London,False,True,True,sad
95,2009-12-22,2009-12-28,Joseph Rodriguez,Patricia Miller,51.42708,-0.91979,Lower Earley,GB,London,False,True,True,silent
96,2011-02-24,2011-03-13,Thomas Rodriguez,Mrs. Kristin Lopez MD,55.85,37.56667,Likhobory,RU,Moscow,False,True,True,talkative
97,1986-07-11,1986-08-12,Rick Hunter,Alison Peterson,41.92361,20.91361,Bogovinje,MK,Skopje,False,False,True,tense
98,2005-03-04,2005-05-01,Diana Collins,Shawn Ramirez,52.71083,5.74861,Emmeloord,NL,Amsterdam,False,True,True,tense
99,2005-03-17,2005-04-20,John Barnett,Robert Maxwell,51.19139,6.51352,Korschenbroich,DE,Berlin,False,True,True,tense
100,2013-04-25,2013-06-04,Jessica Richard,Kelly Barnes,53.16167,6.76111,Hoogezand,NL,Amsterdam,False,True,True,accusatory
101,2008-12-12,2009-01-22,Devin Robles,Jacob Carlson,37.05944,37.3825,Gaziantep,TR,Istanbul,False,False,True,over-complimenting
102,2006-11-06,2006-12-06,Justin Willis,Glen Walker,52.31333,6.92917,Oldenzaal,NL,Amsterdam,False,True,True,scared
103,2007-04-20,2007-05-19,Sarah King,Jeanne Green,48.06919,11.37703,Gauting,DE,Berlin,True,False,True,complaining
104,2018-03-24,2018-03-30,Kathy Cook,Timothy Maldonado,40.87363,14.34085,Volla,IT,Rome,False,True,True,confessing
105,2004-09-09,2004-10-29,Amanda Gregory,John Carlson,41.72063,12.6723,Ariccia,IT,Rome,False,False,True,talkative
106,2003-01-31,2003-03-19,Michelle Silva,Fernando Davis,40.42386,-3.53261,San Fernando de Henares,ES,Madrid,False,False,True,out-of-control
107,2015-12-03,2015-12-27,Cory Gamble,Kelly Lindsey,56.56317,-2.58736,Arbroath,GB,London,True,True,True,out-of-control
108,2011-09-27,2011-11-22,Michelle Hughes,Allen Lawrence,41.72063,12.6723,Ariccia,IT,Rome,False,True,True,scared
109,1989-06-24,1989-06-30,Raymond Warner,Susan Thomas,37.05944,37.3825,Gaziantep,TR,Istanbul,True,True,True,unhappy
110,2016-08-05,2016-09-20,Jason Gomez,Dawn Lopez,49.03685,8.70745,Bretten,DE,Berlin,False,False,True,unhappy
111,1988-08-27,1988-09-19,Robin Scott,Sharon Young,50.23019,8.77155,Karben,DE,Berlin,False,True,True,hostile
112,2015-02-20,2015-04-17,Devon Rich,Jessica Duran,50.11861,-5.53715,Penzance,GB,London,False,False,True,over-complimenting
113,2002-11-18,2002-11-29,Kimberly Edwards DDS,Christine Obrien,48.8765,2.18967,Rueil-Malmaison,FR,Paris,False,True,True,silent
114,2006-09-27,2006-10-09,Jennifer Barker,Kathleen Castro,48.90472,2.2469,La Garenne-Colombes,FR,Paris,False,False,True,sad
115,2022-01-24,2022-01-31,Paul May,Megan Livingston,50.18545,27.06365,Shepetivka,UA,Kiev,False,True,True,scared
116,2018-06-29,2018-08-20,Michelle Hunter,Tiffany Morrison,38.47917,-1.325,Jumilla,ES,Madrid,False,True,True,unhappy
117,2002-05-01,2002-05-02,Mary Robinson,John Turner,48.25,16.4,Floridsdorf,AT,Vienna,False,False,True,complaining
118,1986-10-05,1986-10-17,Rebecca Smith,Mary Weaver,58.1908,40.17171,Danilov,RU,Moscow,False,False,True,complaining
119,1990-10-14,1990-10-27,Kevin Simmons,Darrell Crawford,41.41204,2.18247,el Camp de l'Arpa del Clot,ES,Madrid,False,True,True,paranoid
120,2003-05-24,2003-06-11,Tony Alvarez,Emily Santana,46.32313,-0.45877,Niort,FR,Paris,False,True,True,fleeing
121,1986-06-27,1986-08-18,Michael Townsend,Belinda Thompson,48.77644,2.29026,Sceaux,FR,Paris,False,True,True,talkative
122,2007-01-21,2007-03-19,Nicholas Neal,Vanessa Chapman,48.43174,17.8031,Hlohovec,SK,Bratislava,False,True,True,hostile
123,2020-07-19,2020-07-24,Bradley Pacheco,Richard Lambert,50.82709,6.9747,Wesseling,DE,Berlin,False,False,True,over-complimenting
124,2020-01-30,2020-03-26,Jeffrey Gregory,Amy Bray,50.5107,18.30056,Strzelce Opolskie,PL,Warsaw,False,True,True,happy
125,1998-03-18,1998-04-08,Lawrence Barber,Barbara Bailey,55.85,37.56667,Likhobory,RU,Moscow,True,True,True,sad
126,1998-02-28,1998-03-19,Joseph Garcia,Rita Johnson,49.97704,9.15214,Aschaffenburg,DE,Berlin,False,False,True,scared
127,2012-06-26,2012-06-29,Donna Mason,Shelley Sheppard,46.7055,38.2739,Yeysk,RU,Moscow,True,True,True,oblivious
128,1985-08-25,1985-09-01,April Porter,Mrs. Amy Munoz PhD,41.24264,16.50104,Bisceglie,IT,Rome,False,True,True,accusatory
129,2005-11-07,2005-11-27,Kaylee Green,Ashley Larson,54.90083,38.07083,Stupino,RU,Moscow,True,True,True,over-complimenting
130,1993-07-19,1993-08-11,Kiara Powell,Kim Dyer,40.1675,34.37389,Sungurlu,TR,Istanbul,False,True,True,lonely
131,2012-02-25,2012-04-11,Kevin King,Jeanne Green,45.79377,8.88104,Malnate,IT,Rome,False,True,True,unhappy
132,1997-08-05,1997-08-24,Wendy Gonzalez,Alexandra Jones,37.31065,13.57661,Agrigento,IT,Rome,True,False,True,insulting
133,2016-09-29,2016-10-17,Emily Vasquez,Gregory Hanson,40.87329,14.43865,Somma Vesuviana,IT,Rome,False,False,False,talkative
134,2016-11-25,2016-11-25,Victoria Valentine,Janice Carroll,68.79833,16.54165,Harstad,NO,Oslo,False,True,True,confessing
135,2007-04-11,2007-05-16,Dana Santos,Andrew Sullivan,43.48961,-8.2194,Ferrol,ES,Madrid,False,True,True,happy
136,2021-03-22,2021-04-20,Michael Wang,Matthew Brown,50.7236,-3.52751,Exeter,GB,London,False,True,True,hostile
137,2002-04-04,2002-06-01,Peter Alvarez,Brian Torres,50.09019,8.4493,Hofheim am Taunus,DE,Berlin,True,False,True,evasive
138,1995-07-13,1995-08-04,Priscilla Thompson,Chris Campbell Jr.,55.25,24.75,Ukmerge,LT,Vilnius,False,True,True,injured
139,2020-05-30,2020-07-10,William Lam,Casey Wheeler,50.11861,-5.53715,Penzance,GB,London,False,True,True,worried
140,1986-09-21,1986-11-05,Sara Watts,Jennifer Cook,48.25,16.4,Floridsdorf,AT,Vienna,False,False,True,unhappy
141,2013-04-04,2013-05-06,Matthew Wilson,Jordan Torres,48.43174,17.8031,Hlohovec,SK,Bratislava,False,False,True,panicking
142,1989-05-27,1989-06-01,Mr. David Stevens,Alison Peterson,42.8139,-1.64295,Segundo Ensanche,ES,Madrid,False,True,True,over-complimenting
143,1989-07-17,1989-07-17,Tricia Cooper,Zachary Moore,37.51803,15.00913,Misterbianco,IT,Rome,False,True,True,paranoid
144,2008-08-03,2008-08-29,Sydney Fleming,Julie Lopez,43.83125,5.03586,Cavaillon,FR,Paris,False,True,True,panicking
145,2000-11-11,2000-12-11,Katherine King,Emily Stephens,55.63711,37.38115,Solntsevo,RU,Moscow,False,False,True,silent
146,1995-04-03,1995-04-12,Emily Martinez,William Barton,53.38333,-0.76667,Gainsborough,GB,London,False,True,True,paranoid
147,2007-07-10,2007-07-24,Terri Perez,Jerry Cruz,51.03427,5.37429,Houthalen,BE,Brussels,False,True,True,fleeing
148,2019-10-02,2019-11-13,Lisa Silva,Pamela Gonzales,48.28259,9.72749,Ehingen,DE,Berlin,False,False,True,evasive
149,2009-04-03,2009-05-10,Mark Johnson,Annette Barrett,44.31771,9.32241,Chiavari,IT,Rome,False,True,True,fleeing
150,2012-05-13,2012-06-21,Joel Edwards,Alvin Alvarez,48.79325,2.29275,Fontenay-aux-Roses,FR,Paris,False,True,True,friendly
151,2010-06-02,2010-07-14,Christopher Gonzalez,Lauren Johnson,54.39304,53.26023,Bavly,RU,Moscow,False,True,True,happy
152,1998-05-02,1998-05-12,Cynthia Bennett,Nicole Scott,48.98994,2.1699,Herblay,FR,Paris,False,True,True,injured
153,2004-06-18,2004-08-03,Christopher Diaz,Nicole Hart,50.64336,7.2278,Bad Honnef,DE,Berlin,False,False,True,complaining
154,1999-05-07,1999-05-18,Amanda Gordon,Chad Chandler,40.92298,14.30935,Afragola,IT,Rome,False,True,True,injured
155,2003-09-27,2003-10-28,Tara Knight,Jimmy Patel,44.92934,37.99117,Krymsk,RU,Moscow,False,True,True,injured
156,2002-04-26,2002-05-09,Rachel Diaz,Matthew Young,38.10558,-1.86343,Caravaca,ES,Madrid,False,True,True,fleeing
157,1986-09-27,1986-11-11,Vanessa Hernandez,Jessica Duran,51.12794,4.21372,Temse,BE,Brussels,False,False,True,evasive
158,2013-03-16,2013-03-19,Nicole Ward,Christopher Greer,47.30997,8.52462,Adliswil,CH,Zurich,False,True,True,scared
159,2006-06-06,2006-07-30,Ronnie Sanchez,Ashley Farrell,49.28669,1.00288,Elbeuf,FR,Paris,False,True,True,lonely
160,2004-03-02,2004-03-23,Melissa Castillo,Matthew Brown,46.75451,33.34864,Nova Kakhovka,UA,Kiev,False,True,True,scared
161,1994-10-25,1994-10-26,Michael Martinez,Garrett Cook,37.35813,-6.03731,San Juan de Aznalfarache,ES,Madrid,False,False,True,out-of-control
162,2003-02-21,2003-04-07,Daniel Fisher,Darlene Pitts,60.18427,24.95034,Kallio,FI,Helsinki,False,True,True,happy
163,2019-08-10,2019-09-19,Sarah Aguirre,Shelley Sheppard,52.53048,13.29371,Charlottenburg-Nord,DE,Berlin,False,False,True,panicking
164,2012-11-20,2013-01-18,Jacob Benson,Connie Ramos,50.64336,7.2278,Bad Honnef,DE,Berlin,False,False,True,oblivious
165,1997-09-05,1997-09-11,Nina Knox,Michael Mercer,53.63333,9.85,Halstenbek,DE,Berlin,False,True,False,complaining
166,1994-10-12,1994-11-15,Becky Henry DDS,Christopher Miller,42.0,21.32778,Saraj,MK,Skopje,False,True,True,insulting
167,1992-08-07,1992-09-12,Christina Ramos,Misty Marshall,48.25,16.4,Floridsdorf,AT,Vienna,False,False,True,oblivious
168,2020-05-05,2020-06-12,Richard Stanley,Barbara Bailey,37.31309,40.74357,Mardin,TR,Istanbul,False,True,False,injured
169,2000-04-16,2000-04-18,Sara Blackwell,Eugene Brown,53.59782,34.33825,Dyat’kovo,RU,Moscow,False,True,True,accusatory
170,2003-05-03,2003-06-01,Jessica Rodriguez,Brendan Love,48.43174,17.8031,Hlohovec,SK,Bratislava,False,True,True,paranoid
171,2017-01-19,2017-03-17,Angela Cooper,Brett Scott,50.80904,8.77069,Marburg an der Lahn,DE,Berlin,False,True,True,tense
172,1999-12-31,2000-02-12,Brittany Jordan,Nancy White,47.98372,10.18527,Memmingen,DE,Berlin,False,True,False,panicking
173,2007-09-25,2007-11-19,David Hudson,Edward Hernandez,51.67822,33.9162,Hlukhiv,UA,Kiev,False,True,True,complaining
174,2011-08-15,2011-08-27,Kimberly Martinez,Justin Whitehead,61.72744,17.10558,Hudiksvall,SE,Stockholm,True,True,True,lonely
175,2021-12-30,2021-12-31,Elizabeth Levy,Elizabeth Cooper,44.97639,19.61222,Sremska Mitrovica,RS,Belgrade,False,True,True,out-of-control
176,1990-03-07,1990-04-10,Kimberly Smith,Zachary Moore,51.40944,46.04833,Privolzhskiy,RU,Saratov,False,True,True,sad
177,1988-09-10,1988-10-25,Nicholas Wright,Jerry Cruz,43.32686,-2.98884,Leioa,ES,Madrid,False,True,True,injured
178,1992-09-14,1992-09-26,Natalie King,Kimberly Cooper,50.9803,11.32903,Weimar,DE,Berlin,False,True,False,insulting
179,2004-04-24,2004-05-19,Tom Jimenez,Brittany Burnett,52.21099,7.02238,Gronau,DE,Berlin,True,True,False,fleeing
180,2018-12-17,2018-12-24,Maria Castillo,Gabrielle Mendez,50.9803,11.32903,Weimar,DE,Berlin,False,True,True,silent
181,1987-04-13,1987-05-12,Mr. Ronald Lucas,Lauren Johnson,45.53069,9.40531,Gorgonzola,IT,Rome,False,True,True,paranoid
182,2017-10-27,2017-12-25,Robert Maxwell,Courtney Thompson,43.50891,16.43915,Split,HR,Zagreb,False,True,True,complaining
183,2017-12-02,2017-12-08,Tonya Ortega,Shelley Sheppard,52.68333,0.93333,East Dereham,GB,London,False,True,True,silent
184,1992-12-18,1993-02-10,Tracy Farrell,Veronica Richards,53.78333,-1.06667,Selby,GB,London,False,True,True,out-of-control
185,2012-08-07,2012-08-11,Gary Cox,Rachel Lucas,64.5635,39.8302,Severodvinsk,RU,Moscow,False,True,True,accusatory
186,2003-04-20,2003-06-18,John Morgan,Kerry Buck,45.39402,9.29109,San Giuliano Milanese,IT,Rome,False,True,True,over-complimenting
187,1992-01-10,1992-03-07,Paige Porter,Cynthia Moore,42.06166,-1.60452,Tudela,ES,Madrid,False,False,True,complaining
188,1998-02-10,1998-04-09,Taylor Nelson,Susan Bowers,52.71083,5.74861,Emmeloord,NL,Amsterdam,False,True,True,scared
189,1991-01-29,1991-03-22,Thomas Lopez,Daniel Lewis,51.39323,0.47713,Strood,GB,London,False,True,True,friendly
190,2005-06-16,2005-06-29,Richard Morrison,Jennifer George,48.78232,9.17702,Stuttgart,DE,Berlin,False,True,True,hostile
191,2015-05-18,2015-05-24,Danny Vasquez,Logan Duncan,48.98994,2.1699,Herblay,FR,Paris,False,True,True,over-complimenting
192,1996-07-27,1996-08-04,Mr. John Estrada DDS,Meghan Owens,43.67681,4.63031,Arles,FR,Paris,False,True,True,sad
193,2005-02-06,2005-02-17,Kevin Wiggins,Rebecca Jackson,53.53395,33.72798,Zhukovka,RU,Moscow,False,True,True,panicking
194,2016-04-23,2016-05-22,Jonathan Ayala,Mark Williams,53.69786,-2.68758,Leyland,GB,London,False,True,True,accusatory
195,1996-06-19,1996-07-18,Lisa Carrillo MD,Robert Arellano,54.52156,9.5586,Schleswig,DE,Berlin,False,True,True,scared
196,2016-09-11,2016-09-25,James Ruiz,Rebecca Russell,36.92574,14.72443,Ragusa,IT,Rome,False,True,True,paranoid
197,2003-09-03,2003-09-07,Aaron Keith,Meghan Owens,40.37528,28.88222,Mudanya,TR,Istanbul,False,True,True,injured
198,1985-05-29,1985-07-06,Elizabeth Smith,Michael Webb,49.13645,8.91229,Eppingen,DE,Berlin,False,True,True,complaining
199,2016-09-08,2016-09-16,Briana Harvey,John Hayes,51.168,7.973,Finnentrop,DE,Berlin,False,True,True,lonely
200,1988-08-29,1988-09-24,Monique Mccarthy,Dean Martinez,37.31065,13.57661,Agrigento,IT,Rome,False,True,True,unhappy
201,2008-09-30,2008-11-08,Sarah Wise,Kerri Clay,53.53333,-7.35,An Muileann gCearr,IE,Dublin,False,False,True,friendly
202,2021-12-17,2022-02-06,Bryan Diaz,Jacob Carlson,56.03361,35.96944,Volokolamsk,RU,Moscow,False,True,True,hostile
203,2007-04-13,2007-04-30,Patricia Young,Sandra Odonnell,41.15612,1.10687,Reus,ES,Madrid,False,True,True,fleeing
